year,region,unemployment_rate,ci_lower,ci_upper,weighted_numerator,weighted_denominator,effective_n,unweighted_n
2011,8,6.614837810428822,5.983671751736007,7.307405515487779,49663.10456658333,750783.4052754167,5424.7528491091225,6469
2011,10,5.995255653178135,5.235511014896522,6.857271907056139,26968.273857666667,449826.92011425,3301.9127788086967,4122
2011,11,5.853347911719459,5.206923360494147,6.574458279297142,38723.890426666665,661568.2342943334,4537.517378807141,7736
2011,12,8.805157864859586,7.9457513161033555,9.747674366756431,46828.070519,531825.4509199166,3804.32552256104,4405
2011,14,4.32714770459381,3.8162798371569924,4.902917088348044,33177.871117250004,766737.6614398333,5402.8236322801895,6130
2011,15,7.057205814855676,6.57386956661202,7.5731981709643295,45470.217778833336,644309.0788583333,10099.198143433068,10581
2011,17,5.729337973268343,5.146460228184718,6.373795287196406,44287.269139916665,772991.0392186667,5519.546519752966,5956
2011,18,6.885198211192822,6.335125028856786,7.479219886108076,91930.14346,1335185.1412288335,7533.33335260437,8016
2011,19,7.3116610342685115,6.617459759156602,8.07239184909605,47130.72780066667,644596.7281548333,4925.863359869431,5746
2011,20,6.448842343955735,5.875359889618972,7.074094297784908,75562.3456695,1171719.53723325,6459.4228326869115,7307
2011,22,7.207238215001589,6.694566381961613,7.75590711674665,128679.88526433334,1785425.7265493334,9129.492900575498,10299
2011,24,6.641851873077166,5.9582226160691665,7.397748519338503,36698.92472166667,552540.5477714166,4605.666157048862,5739
2011,25,9.090712991292706,8.4487116383842,9.776289353275828,114919.53055525,1264142.10486375,7209.070013386507,9340
2011,26,48.14807480258563,45.77460304474026,50.52993361961785,91907.172274,190884.41781075,1692.6040356939816,2528
2011,27,9.05421627967065,8.213793160765423,9.971288540561604,47754.8528485,527432.20808325,4100.354308223576,5141
2011,28,6.02326994304245,5.413669002058071,6.696654486579318,43271.117873083334,718399.113476,5293.281651890049,6047
2011,29,5.599912803418733,4.992096083428604,6.276845472319223,31210.945084,557346.9834199167,4931.665013704372,6377
2011,30,6.100293164848657,5.425104188111341,6.853424337992621,11686.498549833334,191572.73649033334,4323.440137605983,5403
2011,32,8.05684781516052,7.506424117952706,8.643860565444827,113922.88927583334,1413988.34742125,8803.322344588643,9410
2011,33,8.27179013258927,7.557363380776522,9.047144665643911,58768.1382515,710464.57066125,5258.034046888077,6075
2011,34,5.140817511958237,4.585184213270105,5.759718054180178,18090.679423083333,351902.77384875005,5443.675854486126,6250
2011,36,5.051754457680914,4.601525150649058,5.543475971542898,88454.49081416667,1750965.7596219168,8319.014687162766,8896
2011,37,9.983340821174151,9.072179287551664,10.974969075972952,44399.33991675,444734.28997416666,3816.926832219375,4351
2011,38,6.335499219561279,5.774763128608338,6.946669287587174,36114.54225891667,570034.6729964167,6647.840260889369,7643
2011,40,1.9512218716438812,1.7479733535555981,2.1775796659510407,55764.39015283334,2857921.5394840003,15970.47126448071,16302
2011,41,4.332251118063465,3.853760642442853,4.8671444218775655,42221.54360775,974586.7092446666,6216.796136228574,6906
2011,42,4.905231761517544,4.388471671846958,5.4793551624333325,29875.861907333332,609061.1689689166,6035.896884609236,6991
2011,44,4.473534076854577,3.6533304323662996,5.467430758298153,4546.0144985,101620.20497441667,2009.9185301937734,4234
2011,45,1.4357464024785285,1.2918804828535284,1.5953745233088896,95385.61804775,6643625.774237417,23667.67217332049,24601
2011,46,3.6897418055201707,3.387683837449245,4.017612351152166,148385.07506291667,4021557.140960917,13780.055124844579,15080
2011,47,8.6118322467605,7.646995603585546,9.68563709973964,40584.43555425,471263.65669183334,2914.2746114305382,4315
2011,49,4.858801473395289,4.323154795556914,5.457030394984258,16522.16537491667,340046.109424,5537.9239003059065,6329
2011,50,6.828555863738931,6.286237437320412,7.413959119040602,98889.27692250001,1448172.6282364167,7694.521476731878,8652
2011,52,7.861499323342995,7.2162960879625455,8.559068168454012,83825.7780445,1066282.3285578333,6178.586892459474,6714
2011,53,6.291751297651291,5.719039982444494,6.9176065462009735,66029.38266841667,1049459.5152396667,6314.977151439611,6774
2011,54,6.276262319035747,5.647639357493539,6.96968693340736,24424.8647245,389162.5856749167,5180.067606907453,5922
2011,56,5.394391054715995,4.730562955272552,6.145363630794744,37186.09310233333,689347.374433,3928.7224064117163,4509
2011,57,7.479283925721061,6.999805493282326,7.98878476754106,104053.27123041666,1391219.6978186667,10877.469081679032,12009
2011,58,9.259778773186401,8.360067449033878,10.245491706097507,33066.941332250004,357102.9302341667,3635.669114245266,4395
2011,60,7.348745846310954,6.86859201617396,7.8596324822287675,159473.0123315,2170071.13413175,10658.578214206233,11039
2011,61,7.230898843615857,6.471518841498695,8.071695783228895,41235.73044275,570271.1562499166,4032.0691500417374,4858
2011,63,5.973478604592823,5.408993181578925,6.592768141523202,78248.11016874999,1309925.3441468333,6168.17946707577,6682
2011,64,7.930453093987862,7.0665167598715275,8.889908564270085,22906.665674750002,288844.34979025,3379.950282428674,4177
2011,65,7.246676068464108,6.794670145902224,7.726258476753428,167152.92250133335,2306615.07320225,11907.403139500382,12365
2011,66,7.582499975198067,6.784859475319077,8.465396577187645,41476.325085000004,547000.6623233333,3818.6433977050065,5005
2011,68,6.619294622982233,5.921817780476644,7.392465764530767,35930.38200808333,542812.85325075,4399.269354688057,4840
2011,69,9.053127766661891,8.041540017042607,10.177884227335278,46410.44589425,512645.4313961667,2776.0032889981753,3758
2011,70,5.264509945014241,4.733743021893392,5.851133520144469,42501.14535033333,807314.3710286667,6149.393176185725,6994
2011,71,5.8034577237428895,5.313320703446534,6.335782949892911,111173.830949,1915648.1573764167,8044.815445917321,12238
2011,73,6.812025720452468,6.168163175964558,7.517712979122646,47261.94669533333,693801.6477746667,5363.100449069706,6791
2011,75,6.601984851390151,6.12256214541356,7.116102725313289,124266.10272083334,1882253.6785231666,9606.239596275755,10398
2011,76,10.641364323069793,9.834481404066944,11.50600101673294,56927.24411891667,534961.8938945833,5231.99218429396,5923
2011,77,5.64658811474876,4.898039025907796,6.501714276920486,1845.0958891666667,32676.296759583332,3193.502960380967,3808
2011,78,5.0878798809582255,4.587459794624612,5.639661371638939,34480.440050916666,677697.6040641667,6714.3572423448295,7898
2011,79,8.41699583292095,7.510835215365947,9.421345732342127,17161.991482916666,203896.87512725,3249.8619009064455,4094
2011,80,7.6294097217323635,7.18922043454355,8.09420082265066,158656.5058895,2079538.4135363335,13228.09985674346,13723
2011,81,8.962427539130958,8.015682785416276,10.008826474844696,41620.76962,464391.7001089167,3159.982508168904,3574
2011,82,12.669934046251823,11.723063097503747,13.681430788883667,172176.37573591666,1358936.6377708334,4434.07419427101,5070
2011,83,10.547348432694555,9.29426529103137,11.94712410827727,38764.450042916666,367527.91746933333,2062.463244132181,2622
2011,84,12.802619709429703,11.520826748192588,14.204129162396182,12813.805352583333,100087.36995558333,2383.3351541885168,3074
2011,85,14.217523649652483,12.928576195714864,15.611935041968323,21179.669852416668,148968.768221,2602.8677446487786,3017
2011,86,8.377648822268608,7.5343084096313655,9.30588680679842,28411.518818416665,339134.75512241665,3762.8280584666913,4551
2011,87,8.233362619460294,7.382875635257726,9.172120764004081,40990.64770525,497860.3469785834,3631.430060348036,4378
2011,88,10.091617537462778,9.216329757065559,11.039923770366366,37578.856366,372376.9378545833,4195.272671048669,4628
2011,89,5.198990096466984,4.578537640734486,5.898324831916001,24206.910952916667,465607.945077,4359.654000195444,4908
2011,90,8.25315345401682,7.144853324521755,9.51575354000628,29546.822368583333,358006.45817633334,2074.821368359763,2696
2011,91,9.836444829208068,8.748998947509032,11.0426967832841,22935.64568675,233170.07399508334,2593.444019848918,2980
2011,92,4.662641415485678,4.261591584561224,5.099422946606345,94872.36215825,2034734.2569205002,9744.454596787002,11372
2011,93,17.328053686757695,15.803055356016074,18.967063326389695,23303.96451475,134486.91316416668,2197.833753502789,2551
2011,94,6.929301725209454,6.263872054811369,7.659645481526985,58047.96207441667,837717.3397318333,5093.798335613661,6018
2011,95,7.20679016998242,6.40201506815189,8.103971570962617,19423.855267666666,269521.58741308335,3554.105453458272,3950
2011,96,37.26013558773313,34.768211209665424,39.82163211588197,205267.48179208333,550903.7435163333,1403.0336906140521,2135
2011,97,7.796234529057214,6.997285732053705,8.677895241823224,51772.18256683333,664066.5102348333,3916.368238664252,4476
2011,98,8.965039360098217,8.126759156004436,9.880489378584318,44107.3827755,491993.18601783336,4081.541219582463,4917
2011,99,8.49980276548744,7.51263069722328,9.603222093319463,7592.650611666667,89327.3740715,2738.955219908687,3208
2012,1,6.225027868059883,5.657250391077552,6.845654254072049,74384.84409066667,1194931.90500125,6359.95131983225,7098
2012,3,5.5723364867119995,5.168768862862939,6.005418467448926,146761.09518583334,2633744.31059225,11561.17691744671,11997
2012,4,5.549975360393625,5.138877874286261,5.991882339578727,83956.406198,1512734.7554935,11080.595328311381,12429
2012,5,6.868001279703617,6.24611471310957,7.5468210963256555,72856.46907233333,1060810.35959675,5816.651727736917,6350
2012,7,5.36745087217803,4.870780586869884,5.911619055894407,74253.50927566667,1383403.6127010833,7215.597938835902,7687
2012,8,6.387651711659811,5.761725218291682,7.07646985864213,47624.72140125,745574.7988625834,5323.8937936556185,6359
2012,10,5.312905896765984,4.581197858923359,6.153944893488491,22706.418045083334,427382.27415066666,3136.415126739097,3926
2012,11,5.367365229959885,4.7438052929439065,6.067669322019612,34143.43789166667,636130.3251935,4464.366665445033,7505
2012,12,7.913420440799921,7.084815180722204,8.829725994950921,41013.482346833334,518277.5596678334,3683.1213726937926,4318
2012,14,3.745577661485363,3.2774595764696888,4.277599879681581,29466.052810916666,786689.1431435833,5557.127756938641,6309
2012,15,5.067387164099269,4.659858310490318,5.508497322813119,32650.08724025,644317.9923485,10276.091460768765,10840
2012,17,4.388956317545958,3.882123968000524,4.958544806476056,34073.285634416665,776341.41625425,5580.088585092871,6063
2012,18,6.038141093634424,5.525057637388501,6.595545559189193,80443.26886241666,1332252.2215855834,7616.818508246134,8158
2012,19,5.784012702998079,5.155577781537506,6.483813431513333,37035.31718625,640304.9074745834,4756.250283366928,5642
2012,20,5.546313544941879,5.017339951513518,6.1274585976877285,64581.63479608333,1164406.48861225,6542.534976844764,7394
2012,22,5.39636124353355,4.950680123442434,5.879682535186251,98063.01224708333,1817206.2214069166,9100.423183318288,10392
2012,24,6.287085867430829,5.632941740134825,7.011550423486182,34989.60675416667,556531.3961341666,4772.0497732269005,5817
2012,25,7.84640983937142,7.243570002534014,8.494825751495542,97775.30059658333,1246115.1354339167,7102.135952695593,9204
2012,26,47.6834875239783,45.37469229112324,50.00222524048156,96286.05517091666,201927.45994616667,1786.2117309326445,2537
2012,27,7.409638220042325,6.644303579423914,8.255333588785376,38814.697395083334,523840.6551360833,4068.026100229073,5070
2012,28,5.0475242479514195,4.49871384264466,5.659318088054556,36486.38161733333,722856.9854249167,5479.603038864143,6244
2012,29,4.283934723336,3.746170862186461,4.894968940596122,23587.088659333334,550594.0258810833,4789.812933671204,6291
2012,30,5.83021023993388,5.1513548011958985,6.592308713386573,10939.54824125,187635.57043483332,4072.810216926607,5273
2012,32,7.054853720148175,6.538397748452478,7.6087825321306,98871.27588583334,1401464.5775498333,8801.042810449691,9494
2012,33,7.095302276187689,6.429830766228127,7.823889465883728,48796.026660916665,687723.0139254166,5218.842673188972,6046
2012,34,4.754320364918956,4.2303252718224496,5.339602060444011,16758.470447666667,352489.2973415,5668.1784687033505,6402
2012,36,3.4334138183755365,3.06516376146367,3.8441510946168087,60005.079530416675,1747679.7934834168,8416.743651733177,8983
2012,37,8.67448117483963,7.813187012096974,9.620812201715061,37705.82479591667,434675.27378216665,3729.8399375864956,4338
2012,38,5.110153394673156,4.6087617681357855,5.662853750176808,28905.997838333333,565658.1242446667,6717.91917239533,7797
2012,40,1.1379623656510323,0.9857248890607686,1.3133998469518309,32954.676606,2895937.29992525,16177.319520196052,16563
2012,41,3.246363225837592,2.835364161898074,3.714660859578764,31726.504629833333,977293.7414188334,6265.1516768665715,6856
2012,42,3.5621750857249563,3.1388773624351747,4.040176170153916,22594.101528583335,634278.2425020833,6518.20722030631,7486
2012,44,3.4110756305999588,2.7019530486491727,4.298084913840499,3379.5772818333335,99076.58603391667,2008.3318308954963,4357
2012,45,0.8052652858977204,0.7013776966314849,0.924397385745934,54757.832177833334,6799974.26149925,24789.286084756513,25784
2012,46,2.9317690515777355,2.6577044276092963,3.233156745699123,116341.48802083333,3968303.2999555,13231.17714920204,14600
2012,47,7.71132514032653,6.815161469802053,8.714310261521238,36311.23123041667,470881.8597276667,3037.6862874492263,4351
2012,49,4.132506137342794,3.636823509784571,4.692458231755682,13756.84030175,332893.4028055833,5479.2626497067695,6240
2012,50,5.604538778916402,5.107844040208004,6.1464044181491655,80743.41391258333,1440679.0120951666,7547.185159058241,8512
2012,52,6.860552988681376,6.255067638876562,7.519947254186119,71953.13406708333,1048794.96136525,6144.247668548047,6709
2012,53,5.381404369627652,4.849924610344809,5.967473673671737,55984.89760541666,1040339.9142683333,6275.767521284576,6812
2012,54,5.346844899005333,4.764195501907043,5.996264406865088,20911.6709095,391103.00194775,5134.183761695611,5887
2012,56,4.909375698153964,4.283564383894345,5.62124607439482,34504.39500275,702826.53282625,4021.6213446827164,4613
2012,57,6.255522639884327,5.806441738727474,6.736852151884209,84923.52961216666,1357576.8884714167,10417.854485206437,11649
2012,58,6.627349567342914,5.866441115381493,7.4791104360968665,23228.917089,350500.85789141664,3663.958616589095,4367
2012,60,6.024796594792415,5.590115831554078,6.490953751548047,130116.84964283333,2159688.67322925,10729.849039738046,11113
2012,61,4.5825907014815295,3.9693158313746038,5.285403842951143,25773.320634749998,562418.12358275,3893.2431041848663,4765
2012,63,5.382236772860096,4.843594409288765,5.977017494261679,68976.01241525,1281549.2020540833,6102.404136278545,6684
2012,64,7.664833357538332,6.796914480067729,8.63331364000041,21886.617943583333,285545.9071665,3230.576344670189,4072
2012,65,5.816159610980107,5.409057899534125,6.251875909242803,133353.55549858333,2292811.1403069166,11859.366944761969,12315
2012,66,5.661249477509718,4.9878016230705065,6.4194820198936675,30938.777522583336,546500.8677941667,4013.9945071309608,5065
2012,68,4.862470216285759,4.2702411563576455,5.532087590346374,26071.789505166667,536184.0452584167,4477.299237308595,4866
2012,69,8.409893223061545,7.418971126975076,9.519559667965478,41586.6858785,494497.19247875,2687.0938845947626,3589
2012,70,4.6128621260064815,4.120995033011133,5.160277021042545,37365.21322091667,810022.328876,6273.736221185998,7086
2012,71,5.188955135418618,4.72732973977819,5.692964808332224,100875.73493758333,1944047.1598805834,8118.971746183134,12188
2012,73,5.573287158380621,4.99276748947187,6.216888268683817,37889.40981766667,679839.5406684167,5407.049102564432,6767
2012,75,6.395778038143332,5.925242839178868,6.900938337823711,120198.98763541668,1879348.9536155001,9671.441478212955,10553
2012,76,10.585548201802238,9.773175751204457,11.456872791954892,56304.6734835,531901.3471018333,5132.83363613735,5945
2012,77,4.303620421335489,3.635162708588818,5.088507785637529,1417.6564269166668,32941.01914491667,3011.5546719968406,3720
2012,78,3.3681006125655215,2.9650103362231626,3.823831142646543,22661.5230645,672827.9725360833,6802.148577508262,7910
2012,79,8.09575143049547,7.193077531117672,9.100595694164701,16534.8592635,204241.19250025,3147.237553342174,4068
2012,80,6.065980780158688,5.66910802110212,6.488725952712812,123845.89185025,2041646.6246536667,13042.542920939099,13519
2012,81,7.901935773959753,6.984254472377324,8.928619648152273,36485.07036816667,461723.1955795,2963.390896946664,3472
2012,82,11.683595808805153,10.758650043362831,12.676765476203528,155298.73230566666,1329203.2251631666,4311.094645313535,5056
2012,83,8.86180314406039,7.778357754630849,10.07966684282253,34088.86853525,384671.92264475,2347.485379975921,2691
2012,84,11.575423472463592,10.363947270016606,12.908119974856689,11493.547257333334,99292.67196725,2431.500286724518,3037
2012,85,13.114285744175513,11.865277186128491,14.473181399005556,19052.97836125,145284.148393,2575.077386681806,2981
2012,86,6.9925746260565464,6.203085602390542,7.874109520840035,23076.967178416668,330021.03534833336,3585.9176808850934,4417
2012,87,6.397162719222325,5.6414657282734675,7.246314448611385,31450.070242083333,491625.29737725004,3580.7494709737994,4392
2012,88,6.487628813838824,5.76256443289926,7.296859139602669,23752.347622583333,366117.54932583333,3968.097131101019,4400
2012,89,4.903790401350934,4.292617852677729,5.596891518810296,22405.18513016667,456895.2442175,4225.0919818393,4821
2012,90,7.901384311470879,6.799632452116959,9.164101102874257,27791.10622125,351724.5222575,2005.5415355574844,2643
2012,91,8.897975351570295,7.883148001339962,10.02922154449119,21146.61358975,237656.46401816668,2708.635859885657,3120
2012,92,4.124543772611849,3.750354153078532,4.53430913805839,84589.28732566666,2050876.2178101668,9903.395702582993,11532
2012,93,18.37898448587249,16.717318838009316,20.16582332646582,21985.326132166665,119622.09418625,1937.0026838690387,2261
2012,94,6.004812056217971,5.3819441504208605,6.694665820146834,49821.148301500005,829687.05489975,5042.169968317455,6009
2012,95,7.947928531058193,7.087585658160251,8.902699357111652,20770.98545575,261338.352183,3417.630583611033,3824
2012,96,29.809035275778044,27.559499094902982,32.16067030331231,177891.13079525,596769.1646156666,1515.5245688306647,2287
2012,97,5.856279491429493,5.146814869531161,6.656677300086661,38366.40679583333,655132.7827160833,3725.848230283435,4405
2012,98,7.985757243719757,7.20296075669414,8.845516581325748,39951.15870275,500280.154824,4190.28550539169,5014
2012,99,8.454831641269186,7.482423263369473,9.54058141785701,7438.899593833334,87984.00618083334,2812.3237781733264,3227
2013,1,8.327497190228621,7.666695036657865,9.039678634012759,95320.26420333332,1144644.80774825,6227.587696162717,6835
2013,3,6.106592461993627,5.677441005096602,6.5659248709316165,160379.94252375,2626341.0162365832,11169.74361088409,11644
2013,4,5.673322756657787,5.259011171956108,6.118166515014701,86054.69075091666,1516830.5143565,11150.235365925722,12384
2013,5,7.065750627599683,6.435827145629307,7.752221090442125,75473.65808675,1068161.9273675,5829.543398087246,6409
2013,7,5.63765516342739,5.119528120447941,6.204790579505243,77143.46137358333,1368360.765909,6950.730182924951,7393
2013,8,5.62006062961047,5.023941121867838,6.282234478457337,41951.6884365,746463.2715075833,5158.081488445637,6321
2013,10,6.1357624348174875,5.323264665946493,7.063021411710838,25677.14599325,418483.3794663333,2932.737289548215,3757
